,0
deafening,0.2848993358939437
dear,0.0023846784624096387
dearest,0.047380055672402784
decent,0.010682992925197954
decimal,7.618743711188538e-05
decisive,0.10520817609188308
deep,0.00036938950701369386
defenseless,0.010767792023090424
defensive,0.04964090542735969
defiant,0.009889270904893844
deficient,0.005309529596525481
definite,0.0178670839529729
definitive,0.010571357491976754
delayed,0.1637155141281693
delectable,0.0018174983255511855
delicious,0.009021641212139058
delightful,0.001295285488290752
delirious,0.26810948383417743
demanding,0.00435539638365811
dense,0.02118330057307236
dental,0.004882998016401175
dependable,0.08940528906731299
dependent,0.007359362940849318
descriptive,0.07256665008716551
deserted,0.028923529971203704
detailed,0.009661726462481271
determined,0.0039251543844601635
devoted,0.000405285822704079
different,0.008946984710238194
difficult,0.08669865449620587
digital,0.026285182748271154
diligent,0.039016824413823335
dim,0.009945233607180567
dimpled,0.137336977068155
dimwitted,0.011090317799382222
direct,0.021539322003420475
disastrous,0.008505718595428906
discrete,3.0050152518858517e-05
disfigured,0.0011460748820692698
disgusting,0.011922730042400118
disloyal,0.018457866540369294
dismal,0.00099993693572782
distant,0.017727123685364325
downright,0.04485315791267325
dreary,0.0006305040556836309
dirty,0.0005064266621070062
disguised,0.022351542928088358
dishonest,0.0009411025899577892
distinct,0.0003328652069373771
distorted,0.04577928237054049
dizzy,0.011887085463727961
dopey,0.005876395746316829
doting,0.024317457462375867
double,0.0349498340117398
drab,0.00020059231676602062
drafty,0.1385535929412633
dramatic,0.0036794052639438587
droopy,0.06754672659666115
dry,0.004421256955028273
dual,0.0029187387739323498
dull,0.003288423459466718
dutiful,0.3354610642340335
each,0.0002533529374887463
eager,0.0022262972843348793
earnest,0.000682188160723347
early,0.19030313177221841
easy,0.08198367812767124
easy-going,0.048491402721653164
ecstatic,0.10794690810598133
edible,0.0034392423380947574
educated,0.007720917937892017
elaborate,0.0700419601298521
elastic,0.006690967109349221
elated,0.011885293643053449
elderly,0.0009332542843249372
electric,0.00392024759382351
elegant,0.0010141377285910762
elementary,0.003057023986218967
elliptical,0.009330289433005096
embarrassed,0.0413604026841545
embellished,0.01855980472467942
eminent,0.0007237062609270278
emotional,0.007051474304410525
empty,0.019679427745289572
enchanted,0.013092507170545681
enchanting,0.04620185109223383
energetic,0.010358429320206492
enlightened,0.09339214856678651
enormous,0.0003674243560209505
enraged,0.09040357875604288
entire,0.005500388734533658
envious,0.007891463178371203
equal,0.047517353134503906
equatorial,6.870293888642104e-05
essential,0.024951485178421676
esteemed,0.07446038809453036
ethical,0.0039031455767436682
euphoric,0.06554938922769653
even,0.024429037779189307
evergreen,0.1449930651097713
everlasting,0.006096791462654841
every,3.8060132966560585e-05
evil,0.015829784945122948
exalted,0.011496732827918429
excellent,0.029516097216120057
exemplary,0.21635251901967303
exhausted,0.06504583455793844
excitable,0.004374022087713335
excited,0.18068108297479799
exciting,0.10899863168497856
exotic,0.027421304313648472
expensive,0.048391140747399815
experienced,0.004541960826671901
expert,0.01964314555391169
extraneous,0.056998246773321944
extroverted,0.3096518011967467
extra-large,0.012627458478684359
extra-small,0.0003979048988462697
fabulous,0.027742164876530438
failing,0.052723736432511804
faint,0.023428103445250537
fair,0.019582383230997442
faithful,0.023785204693667544
fake,0.0033688404791639543
false,0.018968936995773893
familiar,0.060081481877166484
famous,0.08722268054328935
fancy,0.019083515105914176
fantastic,0.004584491233098571
far,0.02353748114850642
faraway,0.01583732140172318
far-flung,0.002785068044096276
far-off,0.0036201234940355966
fast,0.2255782176625218
fat,0.008830171969894912
fatal,0.03371610105159554
fatherly,0.07428175595363384
favorable,0.0428289235688612
favorite,0.239961817069605
fearful,0.004162227386254344
fearless,0.033158228683112655
feisty,0.007002524204876642
feline,0.007523353003989641
female,0.01372531276951454
feminine,0.04187240790964963
few,0.0004177545304528494
fickle,0.05039817638385472
filthy,0.007961047682740233
fine,0.02214209776821094
finished,0.00019442863469839181
firm,0.0006497020439974796
first,0.043604098408041116
firsthand,0.2212334229277292
fitting,0.0006846675373623093
fixed,0.005081762368797795
flaky,0.042695764252568755
flamboyant,0.020065761235557634
flashy,0.017619701031826508
flat,0.09936695348094213
flawed,0.10295764841465627
flawless,8.55530805637246e-06
flickering,0.0017964908943916614
flimsy,0.0031812519380858308
flippant,0.0017463269513608372
flowery,0.027000375049034697
fluffy,0.06601228377008954
fluid,0.03373789229685899
flustered,0.05015237586548043
focused,0.008075502547730724
fond,0.0026196851547520437
foolhardy,0.005027050107687387
foolish,0.026596955739920946
forceful,0.01213138091258654
forked,0.09532528379224034
formal,0.010785297010688298
forsaken,0.028634824325478113
forthright,0.012770607545030328
fortunate,0.017992762702361356
fragrant,0.2364327278939537
frail,0.009209893703098226
frank,0.0077919143087742115
frayed,0.13611467442866648
free,0.06423920228441891
French,0.005529483363707157
fresh,0.008694666349506398
frequent,0.13368389719839996
friendly,0.0033346940093481403
frightened,0.026232730834415883
frightening,0.021152420263305476
frigid,0.0022250144132118198
frilly,0.01436526201818549
frizzy,0.10267986195568482
frivolous,0.07265655598686983
front,0.01745724760814131
frosty,0.1187949827091099
frozen,0.03436518782619016
frugal,0.005566505999794949
fruitful,0.029360373505615187
full,0.09075120140687842
fumbling,0.006259274996153899
functional,0.0037179897118722965
funny,0.037296138275062944
fussy,0.05517630445794462
fuzzy,0.010670132084277193
gargantuan,0.03585767130012703
gaseous,0.12223073753417792
general,0.009193812246972839
generous,0.0634571009688685
gentle,0.048164272330452146
genuine,0.01598402688597428
giant,0.04336577439230602
giddy,0.06530387911290939
gigantic,0.00808082255800861
gifted,0.0005251392525062344
giving,0.006900495207238982
glamorous,0.019927741341086193
glaring,0.005223202380784221
glass,0.05307689535997114
gleaming,0.005945824973042628
gleeful,0.011596578603297368
glistening,0.10626574521859883
glittering,0.001160561299382222
gloomy,0.00275152993374092
glorious,0.0007022779632771702
glossy,0.01909090611650396
glum,0.01882166492997142
golden,0.00020800283738587412
good,0.05786926576338165
good-natured,0.027081037487357844
gorgeous,0.03622146259946038
graceful,0.007001931931522219
gracious,0.03451425329690228
grand,0.012628138289442167
grandiose,0.00019106133541942202
granular,0.034098497542247364
grateful,0.020676518061610374
grave,0.043129432420932014
gray,0.018788527538560237
great,0.057577065910640095
greedy,0.021972886032775668
green,0.040000596041988294
gregarious,0.0554367790761888
grim,0.0015756076917011852
grimy,0.05377956880317863
gripping,0.001985021484439295
grizzled,0.05386329611963109
gross,0.004577752717662972
grotesque,0.008768807208341072
grouchy,0.026190556599935754
grounded,0.00911559514427047
growing,0.011205508088006627
growling,0.02571283019246109
grown,3.485722845643235e-05
grubby,0.10184435607380021
gruesome,0.041534545466521015
grumpy,0.06950997206282077
guilty,0.02866345422068397
gullible,0.022310587343945188
gummy,0.07023193519035639
hairy,0.0019597438468381017
half,0.024879514627768932
handmade,0.0553089753123646
handsome,0.05267763867992929
handy,0.054266495573942336
happy,0.0031177831780871677
happy-go-lucky,0.0002695301500911968
hard,0.008079262080651435
hard-to-find,0.10457425308562746
harmful,0.028938282164286604
harmless,0.005547180491705824
harmonious,0.02422708718011164
harsh,0.0011739266631566444
hasty,0.23719559924647424
hateful,0.05367154455375632
haunting,0.09519997075448763
healthy,0.01295003673837905
heartfelt,0.1539044954814932
hearty,0.028147277860353606
heavenly,0.020552828151956394
heavy,0.018152307354201966
hefty,0.03970330339053829
helpful,0.032744994754745925
helpless,0.0010156406575361802
hidden,0.03617864158273423
hideous,0.001644735558590172
high,0.044896600528857744
high-level,0.013786271692109246
hilarious,0.004990811057997181
hoarse,0.053988501683811044
hollow,0.0006964782390281611
homely,0.0002792561025343928
honest,0.070155369621827
honorable,0.0023595069881021183
honored,0.029961387777947962
hopeful,0.001821360852592571
horrible,0.032349247674939276
hospitable,1.2322944500654271
hot,0.016832448892412432
huge,0.0013581731641555423
humble,0.020944932011373867
humiliating,0.002509560845197409
humming,0.04589742761825387
humongous,0.06886124649015223
hungry,0.0705957465539448
hurtful,0.011135565090453567
husky,0.012284771529225825
icky,0.004219599368416073
icy,0.0016975202815380193
ideal,0.0014609407966161233
idealistic,0.09051284480658682
identical,0.022280247809351856
idle,0.004148561833215369
idiotic,0.011198422428582131
idolized,0.0005374905049560985
ignorant,0.03517175829974911
ill,0.013454633200128348
illegal,0.03604658155898564
ill-fated,0.0014171327945248142
ill-informed,0.015534896230180244
illiterate,0.0014422898330568178
illustrious,3.1545392453422784e-05
imaginary,0.00010690694953530887
imaginative,0.10273978821198824
immaculate,0.20140254278052142
immaterial,0.003083765989056203
immediate,0.016512220688269085
immense,0.0001944140040513432
impassioned,0.03413400975676128
impeccable,0.03840380382680063
impartial,0.007836366555904077
imperfect,0.013362732889460696
imperturbable,0.025462374885862008
impish,0.004521373721747391
impolite,0.022853656704771318
important,0.02347973815065529
impossible,0.0003593382007996305
impractical,0.0694257138445661
impressionable,0.0025609421956248263
impressive,0.04790629771964342
improbable,0.017610259015026358
impure,3.563282005841598e-06
inborn,0.061705642071568534
incomparable,0.022745504654894725
incompatible,0.005214837586869544
incomplete,0.028216042494169116
inconsequential,0.23852909992852672
incredible,0.00016557865670640033
indelible,3.9825606164734285e-05
inexperienced,0.028631932099378043
indolent,0.0024165599415332567
infamous,0.014705658223472879
infantile,0.0031575119675773975
infatuated,0.00953587515714286
inferior,0.01361761371330257
infinite,0.0012805755948076187
informal,0.005469319239470021
innocent,0.016027363253886397
insecure,0.017972711195196684
insidious,0.0008917251393626947
insignificant,0.33007031068909803
insistent,0.14252134945855052
instructive,0.007956830142847579
insubstantial,0.003340268658151843
intelligent,0.025588412408941795
intent,0.12792895021162162
intentional,0.010254546041095098
interesting,0.09559293617819035
internal,0.007989541705730475
international,0.028356234911889888
intrepid,0.012755278565580652
ironclad,0.0003399694926373395
irresponsible,0.038607090295234715
irritating,0.05294025523084823
itchy,0.01963821831721034
jaded,0.027420107007658345
jagged,0.0004663681935499323
jam-packed,0.2726947810887143
jaunty,0.0043575549249426256
jealous,0.00010359235183747762
jittery,0.13567853314436643
joint,0.22053934465579
jolly,0.0330934085482847
jovial,0.09051569979409856
joyful,0.00022332937590113528
joyous,0.09611877972482316
jubilant,0.11823764459159249
judicious,0.001116331237947027
juicy,0.0292692839000588
jumbo,0.002320760856582685
junior,0.0011886693268060157
jumpy,0.12237180309750728
juvenile,0.0008849799424590883
kaleidoscopic,0.001154277602435828
keen,0.03972165519099758
key,0.11536212703454322
kind,0.06029106966975424
kindhearted,0.14838167739144414
kindly,0.02895401955437308
klutzy,0.023627741559729066
knobby,0.07245067069536307
knotty,0.15784665952633894
knowledgeable,0.005886229552950393
knowing,0.0025621961472774594
known,0.01904118608550429
kooky,0.055717905820638104
kosher,0.2070385927656316
lame,0.0028774017904851616
lanky,0.02920539159080449
large,0.0059543338313965705
last,0.0051434781456399315
lasting,0.018360275858954805
late,0.08604566856449211
lavish,4.555989549036857e-05
lawful,0.0016946448506337014
lazy,0.01709252128497765
leading,0.027866900075917446
lean,0.012680480837861094
leafy,0.07835916823293833
left,0.028424613640384094
legal,0.007308068576588149
legitimate,0.004131401389552654
light,0.04349112037756237
lighthearted,0.03359576268487182
likable,0.007865422394478095
likely,0.17211671507006276
limited,0.02075271566992207
limp,0.04006542859705507
limping,0.2688953730725992
linear,0.003692698197684305
lined,0.0002948405595829113
liquid,0.11267802161940546
little,0.03453213826895046
live,0.011768977627823776
lively,0.1080077988132487
livid,0.0881002996881111
loathsome,0.015909416710712526
lone,0.01452290941595303
lonely,0.03067717624079473
long,0.20329416374157488
long-term,0.22396921936987874
loose,0.0008685921940983249
lopsided,0.6563575255559976
lost,0.00034950427184493767
loud,0.13617396162460535
lovable,0.0009831338885582979
lovely,0.019632598827543354
loving,0.09749383513775768
low,0.0077720892234286265
loyal,0.0208154701351691
lucky,0.022654533844731522
lumbering,0.07206651336943548
luminous,0.012824676521079024
lumpy,0.01699946545168117
lustrous,0.06236325244645267
luxurious,0.004960812013838181
mad,0.04004691204208595
made-up,0.06986835028432303
magnificent,0.023139313064717275
majestic,0.049449101419918984
major,0.10549282469203757
male,0.0002903780716454432
mammoth,0.007480995123136717
married,0.007401684022524498
marvelous,0.04892173519412856
masculine,0.010898667479789034
massive,0.00036292644598214484
mature,0.0017008406375690998
meager,0.10547411455658161
mealy,0.14113825302592528
mean,0.005569068519295997
measly,0.012781577969743323
meaty,0.024182771159734214
medical,0.0017418673571540269
mediocre,0.024973292552946256
medium,0.003642415698825837
meek,0.02558723316743951
mellow,0.00424313339516038
melodic,0.21677758595815488
memorable,0.06226259638748671
menacing,0.006524776130350713
merry,0.019524062187884272
messy,0.00016527951417402527
metallic,0.00032006020911431635
mild,0.0016061052199175428
milky,0.06729990430041687
mindless,0.045681737540386076
miniature,0.004045703955985495
minor,1.7397002359665746e-05
minty,0.17680948265005375
miserable,0.01785689007510283
miserly,0.004268486596462384
misguided,0.03559831036778363
misty,0.013816950840305662
mixed,0.0843006014443529
modern,0.00252921691069354
modest,0.07742599070215536
moist,0.002451358165556348
monstrous,0.06597342645149112
monthly,0.1988632108374896
monumental,0.0015154011446472573
moral,0.005384406103304682
mortified,0.017059106676312247
motherly,0.12145615357894837
motionless,0.0547267389201365
mountainous,0.018854400815659065
muddy,0.016784912999448124
muffled,0.04463173207734979
multicolored,0.15578318685346473
mundane,0.07364612986244279
murky,0.002691083591652371
mushy,0.004286661762590453
musty,0.09859344873086855
muted,0.05211307089565651
mysterious,0.005638154096020349
naive,0.03668071009599133
narrow,0.023187861675633435
nasty,0.001031463049192072
natural,0.01122290983597078
naughty,1.2213652992499457e-05
nautical,0.010927525871383924
near,0.060175292270201186
neat,0.02009341782009833
necessary,0.01056658400267646
needy,0.0003865728172224474
negative,0.0012123467887111344
neglected,0.010489206340344595
negligible,0.027495883297785694
neighboring,0.14990233441481782
nervous,0.08532114245112896
new,0.0002767371263602978
next,0.06210312192208705
nice,0.026144637541714352
nifty,0.015697951046364386
nimble,0.12637681187426897
nippy,0.026279629495178834
nocturnal,0.01518550224369665
noisy,0.091338633634115
nonstop,0.01156091124696063
normal,0.010427388915014942
notable,0.04356618781490909
noted,0.055823164670015336
noteworthy,0.027153755525049516
novel,0.21995847154788195
noxious,0.00046698759876823024
numb,0.0008865986621602179
nutritious,0.24653264542339534
nutty,0.06576764662920138
obedient,0.01077539538927945
obese,0.09266335974805401
oblong,0.12233907604531871
oily,0.007338020020378886
obvious,0.03884250659802367
occasional,0.00019334934175866187
odd,0.005210857456410758
oddball,0.0022908254953895625
offbeat,0.032762828088659386
offensive,0.19678290190634373
official,0.0003508349426659344
old,0.0008469541959587465
old-fashioned,0.06452067497535528
only,0.00735193182709925
open,0.054617868241830785
optimal,0.06868139924528253
optimistic,0.01759898384901934
opulent,0.0009147493163387158
orange,0.11349002281454161
orderly,0.008302536418519274
organic,0.014653321055173914
ornate,0.011468110773002298
ornery,0.03197227072202783
ordinary,0.024265442150197054
original,0.13962139827319167
other,0.07313667780504972
our,0.017854521147479107
outlying,0.0018666417927846906
outgoing,0.006840627168403747
outlandish,0.006880085700243378
outrageous,0.031654139133328874
outstanding,0.1273681278646495
oval,0.009051937281906466
overcooked,0.059724315909296326
overdue,0.10339921652895129
overjoyed,0.05044945034317668
overlooked,0.00859593608799406
palatable,0.03514325081561353
pale,0.001724598057846489
paltry,0.004564250554465376
parallel,0.05198457869798301
parched,0.056165319805441836
partial,0.0006581067267675922
passionate,0.023977580785901315
past,0.10204807356044186
pastel,0.13969018111051104
peaceful,0.02388779943174975
peppery,0.17881755690780232
perfect,0.005650827263901868
perfumed,0.1259446366984698
periodic,0.0026677615903144348
perky,0.04424327609640401
personal,0.0018509642960378146
pertinent,0.0007109216927722055
pesky,0.012539821430559135
pessimistic,0.1456557603092182
petty,0.04118511464087201
phony,0.009530491613019998
physical,0.0005413330864540935
piercing,0.12351089650733016
pink,0.04102326509073987
pitiful,0.17565230914415042
plain,0.0006221218750642585
plaintive,0.03691674929711791
plastic,0.010486219811235781
playful,0.0083800931322372
pleasant,0.013654955846700643
pleased,0.007714913354717179
pleasing,0.025195966351176165
plump,0.010181904642721493
plush,0.08764870391239739
polished,0.009051396095709742
polite,0.004327631008035023
political,0.006045063483539508
pointed,0.0011906482656967932
pointless,0.020744330547360496
poised,0.0007034554454758419
poor,0.008256244249020855
popular,0.17259844634954116
portly,0.04291940667332366
posh,0.02070592108606975
positive,0.0014780405858804751
possible,0.028385849647133355
potable,0.1265312396201949
powerful,0.018731905670109093
powerless,0.028539837089964003
practical,0.005791515031727094
precious,0.02694080497015865
present,0.24084458734748057
prestigious,0.00994158627691773
pretty,0.002762033318364739
previous,0.0882031788186113
pricey,0.00954301712672271
prickly,0.012143514078152659
primary,0.014600465333679162
prime,0.07642488961632199
pristine,0.10139621741363707
private,0.0005938700003379624
prize,0.1553136669922436
probable,0.08278196824824599
productive,0.006404464816069315
profitable,0.03982952573959941
profuse,0.192671451526514
proper,0.010749344622183285
proud,0.027155317226215215
prudent,0.0035821314725789305
punctual,0.0014736614687100211
pungent,0.02735889832275665
puny,0.011516949202103569
pure,0.0171909460334325
purple,0.043651958590870524
pushy,0.00024166988279865288
putrid,0.03089618762204532
puzzled,0.05867704504632393
puzzling,0.03018557389778181
quaint,0.003085503413493437
qualified,0.0010790453026595182
quarrelsome,0.11288059961344601
quarterly,0.13344129797859175
queasy,0.8312716548290651
querulous,0.06114284145229105
questionable,0.020755088183244938
quick,0.007321960545575894
quick-witted,0.0023513044014971726
quiet,0.007093695826271515
quintessential,0.008767973878711522
quirky,0.14512735484725325
quixotic,0.0015964517321775326
quizzical,0.03853970689908022
radiant,0.037729703865032764
ragged,4.564305728081978e-06
rapid,0.2760541581352229
rare,0.028998459752299918
rash,0.04490036210136363
raw,0.025023224138208816
recent,0.036959908127782035
reckless,0.012633403204884812
rectangular,0.05808004020753407
ready,0.03597236737712437
real,0.0002753057320156187
realistic,0.00013800452383878024
reasonable,0.0008870044176511004
red,0.07706149670573516
reflecting,0.0018827612150282044
regal,0.0006259344161236042
regular,0.05395908911487663
reliable,0.0023674445009827473
relieved,0.01694486075003519
remarkable,0.01391785722320838
remorseful,0.08928272231973114
remote,0.16243344100056537
repentant,0.01111134269480294
required,0.06726548390343694
respectful,0.14617988408720328
responsible,0.026216340462540635
repulsive,0.023093518570998502
revolving,0.0004566272872619881
rewarding,0.04961338867527149
rich,0.015867710623158154
rigid,2.5183443801668754e-05
right,0.0920390018222193
ringed,0.11332362125400708
ripe,0.06902148717582281
roasted,0.12115577992886623
robust,0.00022096962109081366
rosy,0.009749826694927247
rotating,0.001252010010651038
rotten,0.0011971887098317791
rough,0.04465206711789487
round,0.26686905655637416
rowdy,0.10829307215127282
royal,2.7155613939835053e-05
rubbery,0.1583365391798647
rundown,0.08810669042782146
ruddy,0.0026453366252299554
rude,1.2296819328347727e-05
runny,0.09621179051885637
rural,0.0004778390606772746
rusty,0.002133990387667166
sad,0.0002941452172980739
safe,0.04251040725448409
salty,0.13017231074204227
same,0.03663811674253647
sandy,0.0001877668115249369
sane,0.008710583429357993
sarcastic,0.00015250177257306535
sardonic,0.012863886230464014
satisfied,0.008766858381694633
scaly,0.044005888959946844
scarce,0.013414389426077283
scared,0.00717504908040177
scary,0.008188090133246388
scented,0.14549225741565014
scholarly,0.015014687186445892
scientific,0.011233917797419729
scornful,0.00412068165527273
scratchy,0.0883383873385307
scrawny,0.015590185265814594
second,0.005383462530726526
secondary,0.0026210771654029408
second-hand,0.0107706460647186
secret,0.07537234856237311
self-assured,0.11549852411520012
self-reliant,0.19043635414288054
selfish,0.16811141886486633
sentimental,0.0002005168470937423
separate,0.07601983241737702
serene,0.0002984185747568805
serious,0.05311432483149081
serpentine,0.08389017534353953
several,0.012735881482911486
severe,0.08401702682620996
shabby,0.006179396153541009
shadowy,0.030059394100839427
shady,0.015782923551083027
shallow,0.026942645069115912
shameful,0.33380346825436397
shameless,0.12071499819317474
sharp,0.013841452177994637
shimmering,0.028046846897323726
shiny,0.0008510528510653142
shocked,0.2450354891939381
shocking,0.03978403147993041
shoddy,0.061928283771871984
short,0.014282261601200736
short-term,0.025744064099424056
showy,0.09795065131712197
shrill,0.03168378472633179
shy,0.0013636841151089703
sick,0.0021601427037680845
silent,0.0037721333980376237
silky,0.014810544303394431
silly,0.030290324147662542
silver,0.0010700916494188748
similar,0.011199383134069756
simple,0.001516325223031226
simplistic,0.005845614753378873
sinful,0.02267181606206521
single,0.07569593910035215
sizzling,0.003070147025618007
skeletal,0.00844202096948138
skinny,0.025758003106132604
sleepy,0.09149265081690532
slight,0.002425520728681002
slim,0.017504835904307712
slimy,5.19840151284551e-05
slippery,6.442047003818561e-06
slow,0.041857294091901136
slushy,0.14487684216171956
small,0.06656037157773811
smart,0.0033741596151269757
smoggy,0.005466616283573046
smooth,0.005405072996085898
smug,0.0017701167502667074
snappy,0.004700266539332503
snarling,0.17921469544475044
sneaky,0.03442510598399701
sniveling,0.03389230625382191
snoopy,0.04546481460095349
sociable,0.08636793416945208
soft,0.010055863949898871
soggy,0.001509868717614818
solid,0.021979057409851985
somber,0.012386103724311558
some,7.483025840276635e-05
spherical,5.0992418286714147e-05
sophisticated,0.0014439701815131979
sore,0.2045555665175767
sorrowful,0.0010763359948522586
soulful,0.01254422833441626
soupy,0.10267138142454618
sour,0.01398424753285094
Spanish,0.00090669657839875
sparkling,0.029876297496497478
sparse,0.021824952414623202
specific,0.11020767173957738
spectacular,0.041051220269804414
speedy,0.06061377753107585
spicy,0.11455259356874685
spiffy,0.0420522575700642
spirited,0.0021677310019368686
spiteful,0.28702772909929214
splendid,0.0009592409804101522
spotless,0.05353248446465449
spotted,0.015410631494822339
spry,0.020793793112326812
square,0.2016741405112853
squeaky,0.07956854769345101
squiggly,0.08289212939982718
stable,0.00456966957569806
staid,0.01437025951388107
stained,0.007869024371971116
stale,0.11564440025713248
standard,0.11284991042692541
starchy,0.003258732748117217
